g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	ArgoUML
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.9320887470259305
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 275
		Individual Median F1: 0.8662734186607308
		Individual Median F1: 0.8662734186607308
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.864173857462448
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8662734186607308
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8662734186607308
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8662734186607308
		Individual Median F1: 0.8662734186607308
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
		Individual Median F1: 0.8655582886370903
	Average F1 score:	0.8253951564089408
	Best Individual F1 score:	0.8655582886370903
	F1:	0.8655582886370903
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 276
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
		Individual Median F1: 0.8512022931292664
	Average F1 score:	0.8354903909354029
	Best Individual F1 score:	0.8512022931292664
	F1:	0.8512022931292664
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 277
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.8716305976583276
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.8765612210506043
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
		Individual Median F1: 0.882064862994557
	Average F1 score:	0.8256370747604994
	Best Individual F1 score:	0.882064862994557
	F1:	0.882064862994557
	Extends:	1.0
	Implements:	0.8792294183262747
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 278
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8820729110118177
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832762329694845
		Individual Median F1: 0.8830756747264459
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8820729110118177
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
		Individual Median F1: 0.8832790482870696
	Average F1 score:	0.8306169601242475
	Best Individual F1 score:	0.8832790482870696
	F1:	0.8832790482870696
	Extends:	1.0
	Implements:	0.8792294183262747
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 279
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8744620811287477
		Individual Median F1: 0.8733861087550654
		Individual Median F1: 0.8733861087550654
	Average F1 score:	0.8516873104913371
	Best Individual F1 score:	0.8733861087550654
	F1:	0.8733861087550654
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 280
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8697408856827693
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
		Individual Median F1: 0.8712439723153778
	Average F1 score:	0.8609912316986229
	Best Individual F1 score:	0.8712439723153778
	F1:	0.8712439723153778
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 281
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8658658754314127
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8660321921308125
		Individual Median F1: 0.8665896676706315
	Average F1 score:	0.8455090758505619
	Best Individual F1 score:	0.8660321921308125
	F1:	0.8660321921308125
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 282
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8635284708893155
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8658370685123059
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8656312753551676
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
		Individual Median F1: 0.8650865599229746
	Average F1 score:	0.8340700400596633
	Best Individual F1 score:	0.8650865599229746
	F1:	0.8650865599229746
	Extends:	1.0
	Implements:	1.0
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 283
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8789889150151158
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8734815024204091
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8789889150151158
		Individual Median F1: 0.8816257742189373
		Individual Median F1: 0.8789889150151158
		Individual Median F1: 0.8789889150151158
		Individual Median F1: 0.8816257742189373
	Average F1 score:	0.8376392550950584
	Best Individual F1 score:	0.8816257742189373
	F1:	0.8816257742189373
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 284
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
		Individual Median F1: 0.8612193721202449
	Average F1 score:	0.8183708416755195
	Best Individual F1 score:	0.8612193721202449
	F1:	0.8612193721202449
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 285
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
		Individual Median F1: 0.8653858431678773
	Average F1 score:	0.8245849223150519
	Best Individual F1 score:	0.8653858431678773
	F1:	0.8653858431678773
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 286
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
		Individual Median F1: 0.8661776974416018
	Average F1 score:	0.816335382673085
	Best Individual F1 score:	0.8661776974416018
	F1:	0.8661776974416018
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 287
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.861672278338945
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
		Individual Median F1: 0.8616722783389451
	Average F1 score:	0.828259078246491
	Best Individual F1 score:	0.8616722783389451
	F1:	0.8616722783389451
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.8631397039544765
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.6764194272839203
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 288
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
		Individual Median F1: 0.8760034067922922
	Average F1 score:	0.8572538656772918
	Best Individual F1 score:	0.8760034067922922
	F1:	0.8760034067922922
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 289
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8676427000986502
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
		Individual Median F1: 0.8698943398221667
	Average F1 score:	0.8250913073591651
	Best Individual F1 score:	0.8698943398221667
	F1:	0.8698943398221667
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.9611244778286522
Evaluating generation: 290
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8555694946901622
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8589249338303562
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8579586624283394
		Individual Median F1: 0.8576540055300368
		Individual Median F1: 0.8579586624283394
	Average F1 score:	0.8325561397347104
	Best Individual F1 score:	0.8579586624283394
	F1:	0.8579586624283394
	Extends:	1.0
	Implements:	0.8659383773991872
	Field:	0.9551041326295409
	Argument:	0.6159361930126284
	Returns:	0.8015484707538203
	LocalVar:	0.07018719548697844
	MethodCall:	0.0
	ConstructorCall:	0.8061327948333772
	OwnFieldUse:	1.0
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
