g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	Apache
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 223
		Individual Median F1: 0.874646172335816
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8748590225563909
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
		Individual Median F1: 0.8766308294099735
		Individual Median F1: 0.8730761071958895
	Average F1 score:	0.8632250276990271
	Best Individual F1 score:	0.8730761071958895
	F1:	0.8730761071958895
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.9485484553581525
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 224
		Individual Median F1: 0.8708309487198935
		Individual Median F1: 0.8708309487198935
		Individual Median F1: 0.8708309487198935
		Individual Median F1: 0.8717673378076063
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8717673378076063
		Individual Median F1: 0.8717673378076063
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8717673378076063
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8768892890271185
		Individual Median F1: 0.8717673378076063
	Average F1 score:	0.8624116915512451
	Best Individual F1 score:	0.8768892890271185
	F1:	0.8768892890271185
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.9485484553581525
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 225
		Individual Median F1: 0.8491137608765711
		Individual Median F1: 0.8491137608765711
		Individual Median F1: 0.8491137608765711
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8365197694271177
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8527720266850702
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8491137608765711
		Individual Median F1: 0.8527720266850702
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8491137608765711
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8491137608765711
		Individual Median F1: 0.8508745627186407
		Individual Median F1: 0.8510112248430006
		Individual Median F1: 0.8508745627186407
	Average F1 score:	0.8477870836583622
	Best Individual F1 score:	0.8527720266850702
	F1:	0.8527720266850702
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.24014751301520743
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 226
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8924489376239659
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8912511634091211
		Individual Median F1: 0.8912511634091211
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8924489376239659
		Individual Median F1: 0.8912511634091211
		Individual Median F1: 0.8912511634091211
		Individual Median F1: 0.8912511634091211
		Individual Median F1: 0.8958323718096646
		Individual Median F1: 0.8912511634091211
	Average F1 score:	0.8767226650988444
	Best Individual F1 score:	0.8924489376239659
	F1:	0.8924489376239659
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.24014751301520743
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.1941687420255861
	Unknown:	0.23460731710599084
Evaluating generation: 227
		Individual Median F1: 0.8769198401009889
		Individual Median F1: 0.8769198401009889
		Individual Median F1: 0.8740417657943431
		Individual Median F1: 0.8740417657943431
		Individual Median F1: 0.8740417657943431
		Individual Median F1: 0.8769198401009889
		Individual Median F1: 0.8740417657943431
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.8622132253711201
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
		Individual Median F1: 0.876415934835179
	Average F1 score:	0.8596040959405205
	Best Individual F1 score:	0.876415934835179
	F1:	0.876415934835179
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 228
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8647333059097765
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
		Individual Median F1: 0.8668449197860962
	Average F1 score:	0.863629836106612
	Best Individual F1 score:	0.8668449197860962
	F1:	0.8668449197860962
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 229
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8214123006833713
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8214123006833713
		Individual Median F1: 0.8227272727272728
		Individual Median F1: 0.8240362811791384
		Individual Median F1: 0.8227272727272728
	Average F1 score:	0.81764348222339
	Best Individual F1 score:	0.8227272727272728
	F1:	0.8227272727272728
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 230
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768917
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.8337449091731851
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768917
		Individual Median F1: 0.834005376344086
		Individual Median F1: 0.8293650793650793
		Individual Median F1: 0.8256646216768917
		Individual Median F1: 0.8256646216768917
		Individual Median F1: 0.8256646216768916
		Individual Median F1: 0.8256646216768916
	Average F1 score:	0.8461117388344639
	Best Individual F1 score:	0.834005376344086
	F1:	0.834005376344086
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 231
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
		Individual Median F1: 0.8582603798699637
	Average F1 score:	0.8445779125314368
	Best Individual F1 score:	0.8582603798699637
	F1:	0.8582603798699637
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 232
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783168719421819
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
		Individual Median F1: 0.8783641991500971
	Average F1 score:	0.8579684137786177
	Best Individual F1 score:	0.8783641991500971
	F1:	0.8783641991500971
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 233
		Individual Median F1: 0.8782076851482516
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8782076851482516
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8782076851482516
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8782076851482516
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
		Individual Median F1: 0.8765004001066952
	Average F1 score:	0.861806296103228
	Best Individual F1 score:	0.8782076851482516
	F1:	0.8782076851482516
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 234
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8499037890655736
		Individual Median F1: 0.8480869140905307
	Average F1 score:	0.8349762042006297
	Best Individual F1 score:	0.8499037890655736
	F1:	0.8499037890655736
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 235
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
		Individual Median F1: 0.8564027050610821
	Average F1 score:	0.8175590677818289
	Best Individual F1 score:	0.8564027050610821
	F1:	0.8564027050610821
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.01657268504612984
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 236
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8680948819318303
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
		Individual Median F1: 0.8695849096818884
	Average F1 score:	0.8199406074315227
	Best Individual F1 score:	0.8695849096818884
	F1:	0.8695849096818884
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21171000729083161
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 237
		Individual Median F1: 0.8573950125674266
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8615786302470376
		Individual Median F1: 0.8693416877535447
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8648777579010137
		Individual Median F1: 0.8625365685768371
	Average F1 score:	0.8543619658557216
	Best Individual F1 score:	0.8625365685768371
	F1:	0.8625365685768371
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.2163167416918352
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.0
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 238
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8032684296161204
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8032684296161204
		Individual Median F1: 0.797979797979798
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.797979797979798
		Individual Median F1: 0.8032684296161204
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8032684296161204
		Individual Median F1: 0.797979797979798
		Individual Median F1: 0.7852482783617254
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8013561024610749
		Individual Median F1: 0.8308936170212766
		Individual Median F1: 0.7974939515401004
		Individual Median F1: 0.8032684296161204
		Individual Median F1: 0.7974939515401004
	Average F1 score:	0.7697858715652268
	Best Individual F1 score:	0.7852482783617254
	F1:	0.7852482783617254
	Extends:	0.9964747345411938
	Implements:	0.9081945709191529
	Field:	0.5255139252211303
	Argument:	0.1314537758449913
	Returns:	0.998382046114173
	LocalVar:	0.2738223890185022
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.0420573881211192
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 239
		Individual Median F1: 0.8531093019227438
		Individual Median F1: 0.8571674283748587
		Individual Median F1: 0.8571674283748587
